"Maker","Type","Name","Year","Sales","comment","Model","Year_true","Month","price","kudou","kata","TransMission","WheelBase","MinRideHeight","weight","capacity","SeatRaw","NumofDoor","base_color","option_color","種類","engine","過給器","displacement","FuelType","TankCapacity","HorsePower","MaxTorque","FuelEfficiency","overall_length","overall_width","overall_height","interior_length","interior_width","interior_height"
"Audi","Foreign","A1シリーズ",2011,4206,NA,"1.4 TFSI",2011,1,289,"FF","DBA-8XCAX","7AT",2465,115,1190,4,2,3,"アマルフィホワイト、ブリリアントブラック、スクーバブルーメタリック、シラーズレッドメタリック、ティークブラウンメタリック、キュミュラスブルー、スフィアブルーメタリック、アイスシルバーメタリック","ミサノレッドパールエフェクト、ファントムブラックパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",45,122,20.4,19.4,3970,1740,1440,NA,NA,NA
"Audi","Foreign","A1シリーズ",2012,4502,NA,"1.4 TFSI",2012,1,273,"FF","DBA-8XCAX","7AT",2465,115,1190,4,2,3,"アマルフィホワイト、ブリリアントブラック、スクーバブルーメタリック、シラーズレッドメタリック、ティークブラウンメタリック、キュミュラスブルー、スフィアブルーメタリック、アイスシルバーメタリック","ミサノレッドパールエフェクト、ファントムブラックパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",45,122,20.4,19.4,3970,1740,1440,NA,NA,NA
"Audi","Foreign","A1シリーズ",2013,5071,NA,"1.4 TFSI",2012,1,273,"FF","DBA-8XCAX","7AT",2465,115,1190,4,2,3,"アマルフィホワイト、ブリリアントブラック、スクーバブルーメタリック、シラーズレッドメタリック、ティークブラウンメタリック、キュミュラスブルー、スフィアブルーメタリック、アイスシルバーメタリック","ミサノレッドパールエフェクト、ファントムブラックパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",45,122,20.4,19.4,3970,1740,1440,NA,NA,NA
"Audi","Foreign","A3シリーズ",2006,4830,NA,"アトラクション",2006,1,284,"FF","GH-8PBSE","6AT",2575,140,1360,5,2,5,"シルバーレイクメタリック、エボニーブラックパールエフェクト、ドルフィングレーメタリック、アークティックホワイト、ブリリアントレッド、モロブルーパールエフェクト、モーリシャスブルーパールエフェクト、アーコヤンシルバーメタリック","アルパカベージュメタリック","直列4気筒SOHC","BSE","なし",1595,"ハイオク",55,102,15.1,12.2,4285,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2007,3874,NA,"アトラクション",2007,1,286,"FF","GH-8PBSE","6AT",2575,140,1360,5,2,5,"ドルフィングレーメタリック、ブリリアントレッド、シルバーメタリック","モロブルーパールエフェクト、モーリシャスブルーパールエフェクト、ファントムブラックパールエフェクト","直列4気筒SOHC","BSE","なし",1595,"ハイオク",55,102,15.1,12.2,4285,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2008,3683,NA,"1.4 TFSI",2008,9,299,"FF","ABA-8PCAX","7AT",2575,140,1380,5,2,5,"アイスシルバーメタリック、アイビスホワイト、ブリリアントレッド","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、メテオールグレーパールエフェクト、ラバグレーパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",55,125,20.4,15.8,4290,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2009,4338,NA,"1.4 TFSI",2009,1,299,"FF","ABA-8PCAX","7AT",2575,140,1380,5,2,5,"アイスシルバーメタリック、アイビスホワイト、ブリリアントレッド","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、メテオールグレーパールエフェクト、ラバグレーパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",55,125,20.4,15.8,4290,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2010,4506,NA,"1.4 TFSI",2010,3,305,"FF","DBA-8PCAX","7AT",2575,140,1380,5,2,5,"アイスシルバーメタリック、アイビスホワイト、ブリリアントレッド","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、メテオールグレーパールエフェクト、ラバグレーパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",55,125,20.4,16.6,4290,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2011,3739,NA,"1.4 TFSI",2010,3,305,"FF","DBA-8PCAX","7AT",2575,140,1380,5,2,5,"アイスシルバーメタリック、アイビスホワイト、ブリリアントレッド","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、メテオールグレーパールエフェクト、ラバグレーパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",55,125,20.4,16.6,4290,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2012,3603,NA,"1.4 TFSI",2010,3,305,"FF","DBA-8PCAX","7AT",2575,140,1380,5,2,5,"アイスシルバーメタリック、アイビスホワイト、ブリリアントレッド","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、メテオールグレーパールエフェクト、ラバグレーパールエフェクト","直列4気筒DOHC","CAX","ターボ",1389,"ハイオク",55,125,20.4,16.6,4290,1765,1430,NA,NA,NA
"Audi","Foreign","A3シリーズ",2013,4604,NA,"1.4 TFSI",2013,9,308,"FF","DBA-8VCXS","7AT",2635,145,1320,5,2,5,"ブリリアントレッド","グレイシアホワイトメタリック、アイスシルバーメタリック、ダコタグレーメタリック、ベルーガブラウンメタリック、ファントムブラックパールエフェクト、スクーバブルーメタリック","直列4気筒DOHC","CXS","ターボ",1394,"ハイオク",50,122,20.4,19.5,4325,1785,1450,NA,NA,NA
"Audi","Foreign","A3シリーズ",2014,10400,NA,"1.4 TFSI",2014,8,320,"FF","DBA-8VCXS","7AT",2635,145,1320,5,2,5,"ブリリアントレッド","ミトスブラックメタリック、グレイシアホワイトメタリック、フロレットシルバーメタリック、ベルーガブラウンメタリック、スクーバブルーメタリック、ダコタグレーメタリック","直列4気筒DOHC","CXS","ターボ",1394,"ハイオク",50,122,20.4,19.5,4325,1785,1450,NA,NA,NA
"Audi","Foreign","A3シリーズ",2015,10604,NA,"1.4 TFSI",2015,9,303,"FF","DBA-8VCXS","7AT",2635,145,1320,5,2,5,"ブリリアントレッド","ミトスブラックメタリック、グレイシアホワイトメタリック、フロレットシルバーメタリック、ベルーガブラウンメタリック、スクーバブルーメタリック、ダコタグレーメタリック","直列4気筒DOHC","CXS","ターボ",1394,"ハイオク",50,122,20.4,19.5,4325,1785,1450,NA,NA,NA
"Audi","Foreign","A3シリーズ",2016,8063,NA,"1.4 TFSI",2015,1,328,"FF","DBA-8VCXS","7AT",2635,145,1320,5,2,5,"ブリリアントレッド","ミトスブラックメタリック、グレイシアホワイトメタリック、フロレットシルバーメタリック、ベルーガブラウンメタリック、スクーバブルーメタリック、ダコタグレーメタリック","直列4気筒DOHC","CXS","ターボ",1394,"ハイオク",50,122,20.4,19.5,4325,1785,1450,NA,NA,NA
"Audi","Foreign","A4シリーズ",2006,6066,NA,"2.0 アトラクション",2006,7,369,"FF","GH-8EALT","CVT",2645,130,1470,5,2,4,"シルバーメタリック、ブリリアントレッド、アイビスホワイト、ドルフィングレーメタリック","ディープシーブルーパールエフェクト、ファントムブラックパールエフェクト、モーリシャスブルーパールエフェクト、ディープグリーン パールエフェクト","直列4気筒DOHC","ALT","なし",1984,"ハイオク",70,130,19.9,11.2,4585,1770,1430,NA,NA,NA
"Audi","Foreign","A4シリーズ",2007,5258,NA,"2.0 アトラクション",2007,9,379,"FF","ABA-8EALT","CVT",2645,130,1470,5,2,4,"シルバーメタリック、アイビスホワイト","ディープシーブルーパールエフェクト、ファントムブラックパールエフェクト","直列4気筒DOHC","ALT","なし",1984,"ハイオク",70,130,19.9,11.2,4585,1770,1430,NA,NA,NA
"Audi","Foreign","A4シリーズ",2008,5976,NA,"1.8 TFSI",2008,3,419,"FF","ABA-8KCAB","CVT",2810,120,1510,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ブリリアントレッド、クォーツグレーメタリック","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、ラバグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","CAB","ターボ",1798,"ハイオク",65,160,25.5,12.2,4705,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2009,6587,NA,"1.8 TFSI",2009,1,422,"FF","ABA-8KCDH","CVT",2810,120,1510,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ブリリアントレッド、クォーツグレーメタリック","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、ラバグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","CDH","ターボ",1798,"ハイオク",65,160,25.5,13.4,4705,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2010,5660,NA,"1.8 TFSI",2009,12,435,"FF","ABA-8KCDH","CVT",2810,120,1510,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ブリリアントレッド、クォーツグレーメタリック","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、ラバグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","CDH","ターボ",1798,"ハイオク",65,160,25.5,13.4,4705,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2011,5220,NA,"1.8 TFSI",2009,12,435,"FF","ABA-8KCDH","CVT",2810,120,1510,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ブリリアントレッド、クォーツグレーメタリック","ファントムブラックパールエフェクト、ディープシーブルーパールエフェクト、ラバグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","CDH","ターボ",1798,"ハイオク",65,160,25.5,13.4,4705,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2012,4797,NA,"2.0 TFSI",2012,4,440,"FF","DBA-8KCDN","CVT",2810,120,1540,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ヴォルケーノレッドメタリック、グレイシアホワイトメタリック、モンスーングレーメタリック、キュベシルバーメタリック、ムーンライトブルーメタリック","ファントムブラックパールエフェクト、ミサノレッドパールエフェクト","直列4気筒DOHC","CDN","ターボ",1984,"ハイオク",60,180,32.6,13.8,4720,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2013,6227,NA,"2.0 TFSI",2013,4,440,"FF","DBA-8KCDN","CVT",2810,120,1540,5,2,4,"アイビスホワイト、アイスシルバーメタリック、ヴォルケーノレッドメタリック、グレイシアホワイトメタリック、モンスーングレーメタリック、キュベシルバーメタリック、ムーンライトブルーメタリック","ファントムブラックパールエフェクト、ミサノレッドパールエフェクト","直列4気筒DOHC","CDN","ターボ",1984,"ハイオク",60,180,32.6,13.8,4720,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2014,5641,NA,"2.0 TFSI",2014,4,453,"FF","DBA-8KCDN","CVT",2810,120,1540,5,2,4,"アイビスホワイト","アイスシルバーメタリック、ファントムブラックパールエフェクト、ヴォルケーノレッドメタリック、グレイシアホワイトメタリック、モンスーングレーメタリック、キュベシルバーメタリック、ムーンライトブルーメタリック、ミサノレッドパールエフェクト","直列4気筒DOHC","CDN","ターボ",1984,"ハイオク",60,180,32.6,13.8,4720,1825,1440,NA,NA,NA
"Audi","Foreign","A4シリーズ",2016,5807,NA,"2.0 TFSI",2016,2,518,"FF","ABA-8WCVK","7AT",2825,140,1540,5,2,4,"アイビスホワイト","モンスーングレーメタリック、ミトスブラックメタリック、グレイシアホワイトメタリック、フロレットシルバーメタリック、ムーンライトブルーメタリック、アーガスブラウンメタリック、タンゴレッドメタリック","直列4気筒DOHC","CVK","ターボ",1984,"ハイオク",54,190,32.6,18.4,4735,1840,1430,NA,NA,NA
"Audi","Foreign","A5シリーズ",2010,2042,NA,"2.0 TFSI クワトロ 4WD",2009,12,592,"4WD","ABA-8TCDNF","7AT",2750,110,1640,4,2,2,"アイビスホワイト、ブリリアントレッド、アイスシルバーメタリック","ディープシーブルーパールエフェクト、ファントムブラックパールエフェクト、メテオールグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","CDN","ターボ",1984,"ハイオク",63,211,35.7,12,4625,1855,1375,NA,NA,NA
"Audi","Foreign","TT",2007,3238,NA,"クーペ 2.0 TFSI",2007,1,445,"FF","ABA-8JBWA","6AT",2465,145,1340,4,2,3,"アイビスホワイト、ブリリアントレッド、シルバーメタリック、コンドルグレーメタリック、ドルフィングレーメタリック、サハラシルバーメタリック","ディープシーブルーパールエフェクト、ファントムブラックパールエフェクト、モーリシャスブルーパールエフェクト、ぺトロールブルーパールエフェクト","直列4気筒DOHC","BWA","ターボ",1984,"ハイオク",55,200,28.5,12,4180,1840,1390,NA,NA,NA
"Audi","Foreign","TT",2008,2907,NA,"クーペ 2.0 TFSI",2008,9,439,"FF","ABA-8JBWA","6AT",2465,145,1340,4,2,3,"アイビスホワイト、ブリリアントレッド、コンドルグレーメタリック、サハラシルバーメタリック、アイスシルバーメタリック","ディープシーブルーパールエフェクト、ファントムブラックパールエフェクト、ぺトロールブルーパールエフェクト、メテオールグレーパールエフェクト、アルバブルーパールエフェクト","直列4気筒DOHC","BWA","ターボ",1984,"ハイオク",55,200,28.5,12,4180,1840,1390,NA,NA,NA
"BMW","Foreign","1シリーズ",2006,8821,NA,"116i",2006,9,295,"FR","GH-UF16","6AT",2660,NA,1350,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、ジャパン・レッドソリッド、ネイビー・ブルーソリッド","ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、スパークリング・グラファイトメタリック、ハバナメタリック、シドニー・ブルーメタリック、ソノラメタリック、クォーツ・ブルーメタリック、ルマン・ブルーメタリック","直列4気筒DOHC","N45B16A","なし",1596,"ハイオク",50,115,15.3,11.6,4240,1750,1430,NA,NA,NA
"BMW","Foreign","1シリーズ",2007,8100,NA,"116i",2007,5,295,"FR","ABA-UE16","6AT",2660,145,1370,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、クリムゾン・レッドソリッド","ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、スパークリング・グラファイトメタリック、ハバナメタリック、クォーツ・ブルーメタリック、モンテゴ・ブルーメタリック、パタゴニア・グリーンメタリック","直列4気筒DOHC","N45B16A","なし",1596,"ハイオク",50,115,15.3,11.8,4240,1750,1430,NA,NA,NA
"BMW","Foreign","1シリーズ",2008,7220,NA,"116i",2008,10,297,"FR","ABA-UE16","6AT",2660,145,1370,5,2,5,"-","-","直列4気筒DOHC","N45B16A","なし",1596,"ハイオク",50,115,15.3,11.8,4240,1750,1430,NA,NA,NA
"BMW","Foreign","1シリーズ",2009,5350,NA,"116i",2008,1,297,"FR","ABA-UE16","6AT",2660,145,1370,5,2,5,"-","-","直列4気筒DOHC","N45B16A","なし",1596,"ハイオク",50,115,15.3,11.8,4240,1750,1430,NA,NA,NA
"BMW","Foreign","1シリーズ",2010,5856,NA,"116i",2010,5,299,"FR","LBA-UE16","6AT",2660,120,1390,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、クリムゾン・レッドソリッド","ブラック・サファイアメタリック、チタン・シルバーメタリック、モンテゴ・ブルーメタリック、スペース・グレーメタリック、ディープ・シー・ブルーメタリック、ブルー・ウォーターメタリック","直列4気筒DOHC","N43B16A","なし",1599,"ハイオク",50,122,16.3,13.6,4240,1750,1400,NA,NA,NA
"BMW","Foreign","1シリーズ",2011,5279,NA,"116i",2011,10,308,"FR","DBA-1A16","8AT",2690,140,1400,5,2,5,"アルピン・ホワイトIII、ブラックII、クリムゾン・レッド","ブラック・サファイアメタリック、ディープ・シー・ブルーメタリック、グレイシャー・シルバーメタリック、ミッドナイト・ブルーメタリック、ミネラル・グレーメタリック、ミネラル・ホワイトメタリック、リキッド・ブルーメタリック、ヴァレンシア・オレンジメタリック、スパークリング・ブロンズメタリック","直列4気筒DOHC","N13B16A","ターボ",1598,"ハイオク",52,136,22.4,16.6,4335,1765,1440,NA,NA,NA
"BMW","Foreign","1シリーズ",2012,10436,NA,"116i",2011,10,308,"FR","DBA-1A16","8AT",2690,140,1400,5,2,5,"アルピン・ホワイトIII、ブラックII、クリムゾン・レッド","ブラック・サファイアメタリック、ディープ・シー・ブルーメタリック、グレイシャー・シルバーメタリック、ミッドナイト・ブルーメタリック、ミネラル・グレーメタリック、ミネラル・ホワイトメタリック、リキッド・ブルーメタリック、ヴァレンシア・オレンジメタリック、スパークリング・ブロンズメタリック","直列4気筒DOHC","N13B16A","ターボ",1598,"ハイオク",52,136,22.4,16.6,4335,1765,1440,NA,NA,NA
"BMW","Foreign","1シリーズ",2013,8246,NA,"116i",2013,8,308,"FR","DBA-1A16","8AT",2690,140,1430,5,2,5,"アルピン・ホワイトIII、ブラックII、クリムゾン・レッド","ブラック・サファイアメタリック、ディープ・シー・ブルーメタリック、グレイシャー・シルバーメタリック、ミッドナイト・ブルーメタリック、ミネラル・グレーメタリック、ミネラル・ホワイトメタリック、リキッド・ブルーメタリック、ヴァレンシア・オレンジメタリック、スパークリング・ブロンズメタリック","直列4気筒DOHC","N13B16A","ターボ",1598,"ハイオク",52,136,22.4,16.6,4335,1765,1440,NA,NA,NA
"BMW","Foreign","1シリーズ",2014,7723,NA,"116i ヤングライン",2014,11,299,"FR","DBA-1A16","8AT",2690,140,1430,5,2,5,"アルピン・ホワイトIII、ブラックII、クリムゾン・レッド","ブラック・サファイアメタリック、ディープ・シー・ブルーメタリック、グレイシャー・シルバーメタリック、ミッドナイト・ブルーメタリック、ミネラル・グレーメタリック、ミネラル・ホワイトメタリック、リキッド・ブルーメタリック、ヴァレンシア・オレンジメタリック、スパークリング・ブロンズメタリック","直列4気筒DOHC","N13B16A","ターボ",1598,"ハイオク",52,136,22.4,16.6,4335,1765,1440,NA,NA,NA
"BMW","Foreign","1シリーズ",2015,8080,NA,"118i",2015,10,298,"FR","DBA-1R15","8AT",2690,140,1430,5,2,5,"アルピン・ホワイトIII、クリムゾン・レッド","ブラック・サファイアメタリック、プラチナ・シルバーメタリック、ヴァレンシア・オレンジメタリック、グレイシャー・シルバーメタリック、ミネラル・グレーメタリック、スパークリング・ブラウンメタリック、メディテラニアン・ブルーメタリック","直列3気筒DOHC","B38B15A","ターボ",1498,"ハイオク",52,136,22.4,18.1,4340,1765,1440,NA,NA,NA
"BMW","Foreign","1シリーズ",2016,7724,NA,"118i",2016,10,310,"FR","DBA-1R15","8AT",2690,140,1430,5,2,5,"アルピン・ホワイトIII、クリムゾン・レッド","ブラック・サファイアメタリック、プラチナ・シルバーメタリック、ヴァレンシア・オレンジメタリック、グレイシャー・シルバーメタリック、ミネラル・グレーメタリック、スパークリング・ブラウンメタリック、メディテラニアン・ブルーメタリック","直列3気筒DOHC","B38B15A","ターボ",1498,"ハイオク",52,136,22.4,18.1,4340,1765,1440,NA,NA,NA
"BMW","Foreign","2シリーズ",2015,8182,NA,"218i",2015,10,368,"FF","DBA-2D15","6AT",2780,165,1570,7,3,5,"アルピン・ホワイトIII、エストリル・ブルーメタリック","ブラック・サファイアメタリック、グレイシャー・シルバーメタリック、ミネラル・ホワイトメタリック、フラメンコレッドブリリアントエフェクトM、プラチナ・シルバーメタリック、アトランティック・グレーメタリック、メディテラニアン・ブルーメタリック","直列3気筒DOHC","B38A15A","ターボ",1498,"ハイオク",61,136,22.4,16.5,4565,1800,1645,NA,NA,NA
"BMW","Foreign","2シリーズ",2016,9864,NA,"218i",2016,10,381,"FF","DBA-2D15","6AT",2780,165,1570,7,3,5,"アルピン・ホワイトIII","ブラック・サファイアメタリック、ミネラル・ホワイトメタリック、フラメンコレッドブリリアントエフェクトM、プラチナ・シルバーメタリック、アトランティック・グレーメタリック、メディテラニアン・ブルーメタリック","直列3気筒DOHC","B38A15A","ターボ",1498,"ハイオク",61,136,22.4,16.9,4565,1800,1645,NA,NA,NA
"BMW","Foreign","3シリーズ",2006,22789,NA,"320i",2006,9,437,"FR","ABA-VR20","6AT",2760,NA,1540,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、ジャパン・レッドソリッド、ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、アークティックメタリック、スパークリング・グラファイトメタリック、ソノラメタリック、ミスティック・ブルーメタリック、バリック・レッドメタリック、ディープ・グリーンメタリック","-","直列4気筒DOHC","N46B20B","なし",1995,"ハイオク",60,150,20.4,11.4,4525,1815,1450,NA,NA,NA
"BMW","Foreign","3シリーズ",2007,23330,NA,"320i",2007,11,437,"FR","ABA-VR20","6AT",2760,145,1540,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、アークティックメタリック、スパークリング・グラファイトメタリック、ディープ・グリーンメタリック、モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、クリムゾン・レッドソリッド","-","直列4気筒DOHC","N46B20B","なし",1995,"ハイオク",60,156,20.4,11.4,4525,1815,1450,NA,NA,NA
"BMW","Foreign","3シリーズ",2008,17809,NA,"320i",2007,11,437,"FR","ABA-VR20","6AT",2760,145,1540,5,2,5,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド、ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、アークティックメタリック、スパークリング・グラファイトメタリック、ディープ・グリーンメタリック、モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、クリムゾン・レッドソリッド","-","直列4気筒DOHC","N46B20B","なし",1995,"ハイオク",60,156,20.4,11.4,4525,1815,1450,NA,NA,NA
"BMW","Foreign","3シリーズ",2009,14042,NA,"320i スタイルエッセンス",2009,10,424,"FR","ABA-VR20","6AT",2760,145,1540,5,2,5,"ブラックII、アルピン・ホワイトIII、クリムゾン・レッド","モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、タスマンメタリック、チタン・シルバーメタリック、スペース・グレーメタリック、モナコ・ブルーメタリック、ブルー・ウォーターメタリック、ブラック・サファイアメタリック","直列4気筒DOHC","N46B20B","なし",1995,"ハイオク",60,156,20.4,11.4,4535,1800,1450,NA,NA,NA
"BMW","Foreign","3シリーズ",2010,11664,NA,"320i",2010,5,465,"FR","LBA-US20","6AT",2760,125,1550,5,2,5,"ブラックII、アルピン・ホワイトIII、クリムゾン・レッド","モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、タスマンメタリック、チタン・シルバーメタリック、スペース・グレーメタリック、モナコ・ブルーメタリック、ブルー・ウォーターメタリック、ブラック・サファイアメタリック、ルマン・ブルーメタリック","直列4気筒DOHC","N43B20A","なし",1995,"ハイオク",60,170,21.4,13,4535,1800,1435,NA,NA,NA
"BMW","Foreign","3シリーズ",2011,8912,NA,"320i",2010,5,465,"FR","LBA-US20","6AT",2760,125,1550,5,2,5,"ブラックII、アルピン・ホワイトIII、クリムゾン・レッド","モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、タスマンメタリック、チタン・シルバーメタリック、スペース・グレーメタリック、モナコ・ブルーメタリック、ブルー・ウォーターメタリック、ブラック・サファイアメタリック、ルマン・ブルーメタリック","直列4気筒DOHC","N43B20A","なし",1995,"ハイオク",60,170,21.4,13,4535,1800,1435,NA,NA,NA
"BMW","Foreign","3シリーズ",2012,11107,NA,"320i",2010,5,465,"FR","LBA-US20","6AT",2760,125,1550,5,2,5,"ブラックII、アルピン・ホワイトIII、クリムゾン・レッド","モンテゴ・ブルーメタリック、プラチナ・ブロンズメタリック、バーベラ・レッドメタリック、タスマンメタリック、チタン・シルバーメタリック、スペース・グレーメタリック、モナコ・ブルーメタリック、ブルー・ウォーターメタリック、ブラック・サファイアメタリック、ルマン・ブルーメタリック","直列4気筒DOHC","N43B20A","なし",1995,"ハイオク",60,170,21.4,13,4535,1800,1435,NA,NA,NA
"BMW","Foreign","3シリーズ",2013,18739,NA,"320i",2012,12,471,"FR","DBA-3B20","8AT",2810,140,1600,5,2,5,"アルピン・ホワイトIII、ブラックII","ミネラル・ホワイトメタリック、ブラック・サファイアメタリック、オリオン・シルバーメタリック、スパークリング・ブロンズメタリック、メルボルン・レッドメタリック、ハバナメタリック、グレイシャー・シルバーメタリック、ミネラル・グレーメタリック、インペリアルブルーブリリアントエフェクト、リキッド・ブルーメタリック","直列4気筒DOHC","N20B20B","ターボ",1997,"ハイオク",60,184,27.5,16.4,4625,1800,1460,NA,NA,NA
"BMW","Foreign","3シリーズ",2014,15835,NA,"320i",2014,4,499,"FR","DBA-3B20","8AT",2810,140,1600,5,2,5,"アルピン・ホワイトIII、ブラックII","ミネラル・ホワイトメタリック、ブラック・サファイアメタリック、オリオン・シルバーメタリック、スパークリング・ブロンズメタリック、メルボルン・レッドメタリック、ハバナメタリック、グレイシャー・シルバーメタリック、ミネラル・グレーメタリック、インペリアルブルーブリリアントエフェクト、リキッド・ブルーメタリック","直列4気筒DOHC","N20B20B","ターボ",1997,"ハイオク",60,184,27.5,16.4,4625,1800,1460,NA,NA,NA
"BMW","Foreign","3シリーズ",2015,12050,NA,"320i SE",2015,9,449,"FR","DBA-8A20","8AT",2810,140,1660,5,2,5,"アルピン・ホワイトIII","ミネラル・ホワイトメタリック、グレイシャー・シルバーメタリック、プラチナ・シルバーメタリック、ミネラル・グレーメタリック、ブラック・サファイアメタリック、メルボルン・レッドメタリック、メディテラニアン・ブルーメタリック、インペリアルブルーブリリアントエフェクト","直列4気筒DOHC","B48B20A","ターボ",1998,"ハイオク",60,184,27.5,15.4,4645,1800,1460,NA,NA,NA
"BMW","Foreign","3シリーズ",2016,11947,NA,"320i SE",2016,5,449,"FR","DBA-8A20","8AT",2810,140,1660,5,2,5,"アルピン・ホワイトIII","ミネラル・ホワイトメタリック、グレイシャー・シルバーメタリック、プラチナ・シルバーメタリック、ミネラル・グレーメタリック、ブラック・サファイアメタリック、メルボルン・レッドメタリック、メディテラニアン・ブルーメタリック、インペリアルブルーブリリアントエフェクト","直列4気筒DOHC","B48B20A","ターボ",1998,"ハイオク",60,184,27.5,15.4,4645,1800,1460,NA,NA,NA
"BMW","Foreign","5シリーズ",2006,8092,NA,"525i",2006,9,628,"FR","ABA-NE25","6AT",2890,NA,1620,5,2,4,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド","ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、ミスティック・ブルーメタリック、ディープ・グリーンメタリック、シルバー・グレーメタリック、オリーブメタリック、アメジスト・グレーメタリック、チタン・グレーIIメタリック、バーベラ・レッドメタリック","直列6気筒DOHC","N52B25A","なし",2496,"ハイオク",70,218,25.5,8.8,4855,1845,1470,NA,NA,NA
"BMW","Foreign","5シリーズ",2007,7236,NA,"525i",2007,6,633,"FR","ABA-NU25","6AT",2890,140,1620,5,2,4,"ブラックIIソリッド、アルピン・ホワイトIIIソリッド","ブラック・サファイアメタリック、チタン・シルバーメタリック、モナコ・ブルーメタリック、ディープ・グリーンメタリック、バーベラ・レッドメタリック、ディープ・シー・ブルーメタリック、スペース・グレーメタリック、プラチナ・グレーメタリック","直列6気筒DOHC","N52B25A","なし",2496,"ハイオク",70,218,25.5,8.8,4855,1845,1470,NA,NA,NA
"BMW","Foreign","5シリーズ",2008,4105,NA,"525i",2008,10,645,"FR","ABA-NU25","6AT",2890,140,1620,5,2,4,"-","-","直列6気筒DOHC","N52B25A","なし",2496,"ハイオク",70,218,25.5,8.8,4855,1845,1470,NA,NA,NA
"BMW","Foreign","5シリーズ",2009,2864,NA,"525i",2008,1,637,"FR","ABA-NU25","6AT",2890,140,1620,5,2,4,"-","-","直列6気筒DOHC","N52B25A","なし",2496,"ハイオク",70,218,25.5,8.8,4855,1845,1470,NA,NA,NA
