"Maker","Type","Name","Year","Sales","comment","Model","Year_true","Month","price","kudou","kata","TransMission","WheelBase","MinRideHeight","weight","capacity","SeatRaw","NumofDoor","base_color","option_color","種類","engine","過給器","displacement","FuelType","TankCapacity","HorsePower","MaxTorque","FuelEfficiency","overall_length","overall_width","overall_height","interior_length","interior_width","interior_height"
"Honda","KEI","N-BOX",2016,186367,NA,"660 G",2015,2,127,"FF","DBA-JF1","CVT",2520,150,950,4,2,5,"カトラリーシルバー・メタリック、スマートブラック、クッキー・クリーム、イノセントブルー・メタリック","プレミアムホワイト・パール、プレミアムディープロッソ・パール、プレミアムディープモカ・パール、プレミアムピンク・パール","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,25.6,3395,1475,1780,2180,1350,1400
"Honda","KEI","N-ONE",2012,18001,NA,"660 G",2012,11,115,"FF","DBA-JG1","CVT",2520,150,840,4,2,5,"ミラノレッド、クリスタルブラック・パール、チェリーシェルピンク・メタリック、イノセントブルー・メタリック、アラバスターシルバー・メタリック","プレミアムホワイト・パール、プレミアムイエロー・パールII、プレミアムディープモカ・パール、イノセントブルーM/タフタホワイト","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,27,3395,1475,1610,2020,1300,1240
"Honda","KEI","N-ONE",2013,107583,NA,"660 G",2012,11,115,"FF","DBA-JG1","CVT",2520,150,840,4,2,5,"ミラノレッド、クリスタルブラック・パール、チェリーシェルピンク・メタリック、イノセントブルー・メタリック、アラバスターシルバー・メタリック","プレミアムホワイト・パール、プレミアムイエロー・パールII、プレミアムディープモカ・パール、イノセントブルーM/タフタホワイト","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,27,3395,1475,1610,2020,1300,1240
"Honda","KEI","N-ONE",2014,34858,NA,"660 G",2014,5,118.5,"FF","DBA-JG1","CVT",2520,150,840,4,2,5,"フレッシュライム・メタリック、ミラノレッド、スマートブラック、イノセントブルー・メタリック、カトラリーシルバー・メタリック","プレミアムホワイト・パール、プレミアムイエロー・パールII、フレッシュライムM/タフタホワイト、ミラノレッド/タフタホワイト、プレミアムイエローII/タフタホワイト、イノセントブルーM/タフタホワイト","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,28.4,3395,1475,1610,2020,1300,1240
"Honda","KEI","N-ONE",2015,22829,NA,"660 G",2015,7,118.5,"FF","DBA-JG1","CVT",2520,150,840,4,2,5,"ミラノレッド、イノセントブルー・メタリック、スマートブラック、カトラリーシルバー・メタリック","プレミアムホワイト・パールII、プレミアムイエロー・パールII、プレミアムピンク・パール、ミラノレッド/ホワイト、プレミアムイエロー・パールII/ホワイト、イノセントブルー・メタリック/ホワイト、プレミアムピンク・パール/ホワイト","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,28.4,3395,1475,1610,2020,1300,1240
"Honda","KEI","N-ONE",2016,17259,NA,"660 G",2015,7,118.5,"FF","DBA-JG1","CVT",2520,150,840,4,2,5,"ミラノレッド、イノセントブルー・メタリック、スマートブラック、カトラリーシルバー・メタリック","プレミアムホワイト・パールII、プレミアムイエロー・パールII、プレミアムピンク・パール、ミラノレッド/ホワイト、プレミアムイエロー・パールII/ホワイト、イノセントブルー・メタリック/ホワイト、プレミアムピンク・パール/ホワイト","直列3気筒DOHC","S07A","なし",658,"レギュラー",35,58,6.6,28.4,3395,1475,1610,2020,1300,1240
"Honda","KEI","N-WGN",2013,11510,NA,"660 G",2013,11,113.1,"FF","DBA-JH1","CVT",2520,150,820,4,2,5,"スマートブラック、カトラリーシルバー・メタリック、クッキー・クリーム、チェリーシェルピンク・メタリック","プレミアムホワイト・パール、プレミアムディープモカ・パール、プレミアムブルームーン・パール","直列3気筒DOHC","S07A","なし",658,"レギュラー",30,58,6.6,29.2,3395,1475,1655,2055,1355,1300
"Honda","KEI","N-WGN",2014,146717,NA,"660 G",2014,4,116.3,"FF","DBA-JH1","CVT",2520,150,820,4,2,5,"スマートブラック、カトラリーシルバー・メタリック、クッキー・クリーム、チェリーシェルピンク・メタリック","プレミアムホワイト・パール、プレミアムディープモカ・パール、プレミアムブルームーン・パール","直列3気筒DOHC","S07A","なし",658,"レギュラー",30,58,6.6,29.2,3395,1475,1655,2055,1355,1300
"Honda","KEI","N-WGN",2015,96038,NA,"660 G",2015,4,116.4,"FF","DBA-JH1","CVT",2520,150,830,4,2,5,"スマートブラック、カトラリーシルバー・メタリック、クッキー・クリーム","プレミアムホワイト・パールII、プレミアムピンク・パール、プレミアムディープモカ・パール、プレミアムブルームーン・パール、プレミアムアイボリー・パール","直列3気筒DOHC","S07A","なし",658,"レギュラー",30,58,6.6,29.4,3395,1475,1655,2055,1355,1300
"Honda","KEI","N-WGN",2016,86710,NA,"660 G",2016,6,116.4,"FF","DBA-JH1","CVT",2520,150,830,4,2,5,"ルナシルバー・メタリック、クリスタルブラック・パール、ブリティッシュグリーン・パール、ブリリアントスポーティブルー・メタリック","プレミアムホワイト・パールII、プレミアムピンク・パール、プレミアムディープモカ・パール、プレミアムアイボリー・パール","直列3気筒DOHC","S07A","なし",658,"レギュラー",30,58,6.6,29.4,3395,1475,1655,2055,1355,1300
"Honda","KEI","S660",2015,9296,NA,"660 ベータ",2015,4,198,"MR","DBA-JW5","CVT",2285,125,850,2,1,2,"アドミラルグレー・メタリック","プレミアムスターホワイト・パール、プレミアムミスティックナイト・パール","直列3気筒DOHC","S07A","ターボ",658,"レギュラー",25,64,10.6,24.2,3395,1475,1180,895,1215,1020
"Honda","KEI","S660",2016,10298,NA,"660 ベータ",2015,4,198,"MR","DBA-JW5","CVT",2285,125,850,2,1,2,"アドミラルグレー・メタリック","プレミアムスターホワイト・パール、プレミアムミスティックナイト・パール","直列3気筒DOHC","S07A","ターボ",658,"レギュラー",25,64,10.6,24.2,3395,1475,1180,895,1215,1020
"Honda","KEI","ザッツ",2006,28102,NA,"660",2006,3,90,"FF","ABA-JD1","3AT",2360,155,820,4,2,5,"シフォングリーン・メタリック、ストームシルバー・メタリック、ナイトホークブラック・パール、タフタホワイト、ブラックアメジスト・パール","-","直列3気筒SOHC","E07Z","なし",656,"レギュラー",31,52,6.2,19,3395,1475,1620,1685,1225,1260
"Honda","KEI","ザッツ",2007,22983,NA,"660",2006,3,90,"FF","ABA-JD1","3AT",2360,155,820,4,2,5,"シフォングリーン・メタリック、ストームシルバー・メタリック、ナイトホークブラック・パール、タフタホワイト、ブラックアメジスト・パール","-","直列3気筒SOHC","E07Z","なし",656,"レギュラー",31,52,6.2,19,3395,1475,1620,1685,1225,1260
"Honda","KEI","ザッツ",2008,659,NA,"660",2006,3,90,"FF","ABA-JD1","3AT",2360,155,820,4,2,5,"シフォングリーン・メタリック、ストームシルバー・メタリック、ナイトホークブラック・パール、タフタホワイト、ブラックアメジスト・パール","-","直列3気筒SOHC","E07Z","なし",656,"レギュラー",31,52,6.2,19,3395,1475,1620,1685,1225,1260
"Honda","KEI","ゼスト",2006,71897,NA,"660 G",2006,2,109.9,"FF","DBA-JE1","4AT",2420,155,880,4,2,5,"ナイトホークブラック・パール、タフタホワイト、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック、サハラサンド・メタリック、トルマリンブルー・メタリック","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,19,3395,1475,1635,1810,1315,1340
"Honda","KEI","ゼスト",2007,47041,NA,"660 D",2007,1,115.5,"FF","DBA-JE1","4AT",2420,155,880,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック、フレームレッド","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,19,3395,1475,1635,1810,1315,1340
"Honda","KEI","ゼスト",2008,42339,NA,"660 D",2007,1,115.5,"FF","DBA-JE1","4AT",2420,155,880,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック、フレームレッド","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,19,3395,1475,1635,1810,1315,1340
"Honda","KEI","ゼスト",2009,43660,NA,"660 D",2008,12,117.6,"FF","DBA-JE1","4AT",2420,155,890,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック","プレミアムホワイト・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,18.4,3395,1475,1645,1810,1315,1340
"Honda","KEI","ゼスト",2010,38376,NA,"660 D",2009,6,117.6,"FF","DBA-JE1","4AT",2420,155,890,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック","プレミアムホワイト・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,18.6,3395,1475,1645,1810,1315,1340
"Honda","KEI","ゼスト",2011,18104,NA,"660 D",2009,6,117.6,"FF","DBA-JE1","4AT",2420,155,890,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック","プレミアムホワイト・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,18.6,3395,1475,1645,1810,1315,1340
"Honda","KEI","ゼスト",2012,7738,NA,"660 D",2009,6,117.6,"FF","DBA-JE1","4AT",2420,155,890,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック","プレミアムホワイト・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,18.6,3395,1475,1645,1810,1315,1340
"Honda","KEI","ゼスト",2013,128,NA,"660 D",2009,6,117.6,"FF","DBA-JE1","4AT",2420,155,890,4,2,5,"ナイトホークブラック・パール、アラバスターシルバー・メタリック、シリウスブルー・メタリック、アドミラルグレー・メタリック","プレミアムホワイト・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,18.6,3395,1475,1645,1810,1315,1340
"Honda","KEI","バモス",2006,29218,"バモスホビオ含","660 M",2005,12,124.7,"MR","ABA-HM1","3AT",2420,190,980,4,2,5,"ナイトホークブラック・パール、ビビッドブルー・パール、タフタホワイト、ブラックアメジスト・パール、ルビーレッド・パール、アラバスターシルバー・メタリック、ルミナスイエロー、シリウスブルー・メタリック、サハラサンドメタリック","プレミアムホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,46,6.1,15.8,3395,1475,1775,1645,1250,1270
"Honda","KEI","バモス",2007,28354,"バモスホビオ含","660 M",2007,2,125,"MR","ABA-HM1","3AT",2420,190,980,4,2,5,"アドミラルグレー・メタリック、アラバスターシルバー・メタリック、ブラックアメジスト・パール、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,46,6.1,15.8,3395,1475,1775,1645,1250,1270
"Honda","KEI","バモス",2008,25438,"バモスホビオ含","660 M",2007,2,125,"MR","ABA-HM1","3AT",2420,190,980,4,2,5,"アドミラルグレー・メタリック、アラバスターシルバー・メタリック、ブラックアメジスト・パール、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,46,6.1,15.8,3395,1475,1775,1645,1250,1270
"Honda","KEI","バモス",2009,14415,"バモスホビオ含","660 M",2007,2,125,"MR","ABA-HM1","3AT",2420,190,980,4,2,5,"アドミラルグレー・メタリック、アラバスターシルバー・メタリック、ブラックアメジスト・パール、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,46,6.1,15.8,3395,1475,1775,1645,1250,1270
"Honda","KEI","バモス",2010,13075,"バモスホビオ含","660 M",2010,8,129,"MR","ABA-HM1","3AT",2420,165,990,4,2,5,"アドミラルグレー・メタリック、アラバスターシルバー・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール、プレミアムディープバイオレット・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,14.2,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2011,9939,"バモスホビオ含","660 M",2010,8,129,"MR","ABA-HM1","3AT",2420,165,990,4,2,5,"アドミラルグレー・メタリック、アラバスターシルバー・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール、プレミアムディープバイオレット・パール、プレミアムクリスタルローズ・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,14.2,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2012,7819,"バモスホビオ含","660 G",2012,6,129.8,"MR","ABA-HM1","3AT",2420,165,1000,4,2,5,"アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール、バニラクレム、ピンクゴールド・メタリック","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,14.2,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2013,5848,"バモスホビオ含","660 G",2012,6,129.8,"MR","ABA-HM1","3AT",2420,165,1000,4,2,5,"アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール、バニラクレム、ピンクゴールド・メタリック","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,14.2,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2014,5425,"バモスホビオ含","660 G",2014,4,133.5,"MR","ABA-HM1","3AT",2420,165,1000,4,2,5,"アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール、バニラクレム、ピンクゴールド・メタリック","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,14.2,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2015,4045,"バモスホビオ含","660 G",2015,3,137.4,"MR","ABA-HM1","3AT",2420,165,1000,4,2,5,"アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール","プレミアムミスティックナイト・パール、プレミアムスターホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,15,3395,1475,1755,1645,1250,1270
"Honda","KEI","バモス",2016,2718,"バモスホビオ含","660 G",2015,3,137.4,"MR","ABA-HM1","3AT",2420,165,1000,4,2,5,"アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール","プレミアムミスティックナイト・パール、プレミアムスターホワイト・パール","直列3気筒SOHC","E07Z","なし",656,"レギュラー",37,45,6,15,3395,1475,1755,1645,1250,1270
"Honda","KEI","ライフ",2006,105503,NA,"660 C",2006,10,98.7,"FF","DBA-JB5","4AT",2420,155,840,4,2,5,"バニラクレム、タフタホワイト、アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,20,3395,1475,1575,1805,1275,1285
"Honda","KEI","ライフ",2007,87132,NA,"660 C",2006,10,98.7,"FF","DBA-JB5","4AT",2420,155,840,4,2,5,"バニラクレム、タフタホワイト、アラバスターシルバー・メタリック、アドミラルグレー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",35,52,6.2,20,3395,1475,1575,1805,1275,1285
"Honda","KEI","ライフ",2008,97126,NA,"660 C",2008,11,94.5,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"タフタホワイト、アラバスターシルバー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,21,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2009,75745,NA,"660 C",2009,10,94.5,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"タフタホワイト、アラバスターシルバー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.2,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2010,63344,NA,"660 C",2010,11,95.5,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"タフタホワイト、アラバスターシルバー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.2,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2011,67574,NA,"660 C",2010,11,95.5,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"タフタホワイト、アラバスターシルバー・メタリック、ナイトホークブラック・パール","-","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.2,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2012,43935,NA,"660 C",2012,6,98,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"アラバスターシルバー・メタリック、バニラクレム、アクアトパーズ・メタリック、ピンクゴールド・メタリック、ベルベットマルーン・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.4,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2013,13065,NA,"660 C",2012,6,98,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"アラバスターシルバー・メタリック、バニラクレム、アクアトパーズ・メタリック、ピンクゴールド・メタリック、ベルベットマルーン・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.4,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2014,2840,NA,"660 C",2014,4,100.8,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"アラバスターシルバー・メタリック、バニラクレム、アクアトパーズ・メタリック、ピンクゴールド・メタリック、ベルベットマルーン・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.4,3395,1475,1610,2005,1295,1315
"Honda","KEI","ライフ",2015,38,NA,"660 C",2014,4,100.8,"FF","DBA-JC1","4AT",2420,150,810,4,2,5,"アラバスターシルバー・メタリック、バニラクレム、アクアトパーズ・メタリック、ピンクゴールド・メタリック、ベルベットマルーン・メタリック、ナイトホークブラック・パール","プレミアムホワイト・パール","直列3気筒SOHC","P07A","なし",658,"レギュラー",30,52,6.1,19.4,3395,1475,1610,2005,1295,1315
"Honda","Regular","CR-V",2006,11906,NA,"2.4 ZL",2006,10,246.8,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"ナイトホークブラック・パール、ブラックアメジスト・パール、ウィスラーシルバー・メタリック、ダークルビーレッド・パール、ボレゴベージュ・メタリック","プレミアムホワイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,12.2,4520,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2007,15672,NA,"2.4 ZL",2007,9,246.8,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"ナイトホークブラック・パール、ウィスラーシルバー・メタリック、ダークルビーレッド・パール、ロイヤルブルー・パール","プレミアムホワイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,12.2,4520,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2008,7163,NA,"2.4 ZL",2008,8,246.8,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"ダークルビーレッド・パール、ロイヤルブルー・パール、アラバスターシルバー・メタリック、ポリッシュドメタルメタリック、クリスタルブラック・パール","プレミアムホワイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,12.2,4520,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2009,3861,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2010,3726,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2011,4017,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2012,12139,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2013,5378,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2014,1750,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2015,837,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-V",2016,441,NA,"2.4 ZL",2009,9,247,"FF","DBA-RE3","5AT",2620,185,1480,5,2,5,"アラバスターシルバー・メタリック、クリスタルブラック・パール、オパールセージ・メタリック、ダークルビーレッド・パール","プレミアムホワイト・パール、プレミアムミスティックナイト・パール","直列4気筒DOHC","K24A","なし",2354,"レギュラー",58,170,22.4,11.6,4565,1820,1690,1900,1465,1255
"Honda","Regular","CR-Z",2010,22372,NA,"1.5 ベータ",2010,2,226.8,"FF","DAA-ZF1","CVT",2435,150,1160,4,2,3,"ダークピューター・メタリック、ブリリアントオレンジ・メタリック、ホライゾンターコイズ・パール、クリスタルブラック・パール、ストームシルバー・メタリック、ミラノレッド","プレミアムホワイト・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,113,14.7,22.8,4080,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2011,6794,NA,"1.5 ベータ",2010,2,226.8,"FF","DAA-ZF1","CVT",2435,150,1160,4,2,3,"ダークピューター・メタリック、ブリリアントオレンジ・メタリック、ホライゾンターコイズ・パール、クリスタルブラック・パール、ストームシルバー・メタリック、ミラノレッド","プレミアムホワイト・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,113,14.7,22.8,4080,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2012,5060,NA,"1.5 ベータ",2012,9,236.5,"FF","DAA-ZF2","CVT",2435,150,1170,4,2,3,"ホライゾンターコイズ・パール、クリスタルブラック・パール、ミラノレッド、ポリッシュドメタルメタリック","プレミアムホワイト・パール、プレミアムエナジェティックイエローM、プレミアムノーザインライツバイオレットP","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,118,14.7,23,4075,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2013,3007,NA,"1.5 ベータ",2013,10,236.5,"FF","DAA-ZF2","CVT",2435,150,1170,4,2,3,"ホライゾンターコイズ・パール、クリスタルブラック・パール、ミラノレッド、ポリッシュドメタルメタリック","プレミアムホワイト・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,118,14.7,23,4075,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2014,1315,NA,"1.5 ベータ",2014,4,243.3,"FF","DAA-ZF2","CVT",2435,150,1170,4,2,3,"ホライゾンターコイズ・パール、クリスタルブラック・パール、ミラノレッド、ポリッシュドメタルメタリック","プレミアムホワイト・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,118,14.7,23,4075,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2015,732,NA,"1.5 アルファ",2015,10,270,"FF","DAA-ZF2","CVT",2435,150,1170,4,2,3,"ポリッシュドメタルメタリック、スマートブラック、ミラノレッド、ホライゾンターコイズ・パール","プレミアムホワイト・パールII、プレミアムベルベットパープル・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,118,14.7,23,4105,1740,1395,1605,1430,1080
"Honda","Regular","CR-Z",2016,1059,NA,"1.5 アルファ",2015,10,270,"FF","DAA-ZF2","CVT",2435,150,1170,4,2,3,"ポリッシュドメタルメタリック、スマートブラック、ミラノレッド、ホライゾンターコイズ・パール","プレミアムホワイト・パールII、プレミアムベルベットパープル・パール","直列4気筒SOHC","LEA","なし",1496,"レギュラー",40,118,14.7,23,4105,1740,1395,1605,1430,1080
"Honda","Regular","S2000",2006,1225,NA,"2.2",2005,11,378,"FR","ABA-AP2","6MT",2400,130,1250,2,1,2,"セブリングシルバーメタリック、シルバーストーン・メタリック、ベルリナブラック、ニューフォーミュラレッド、グランプリホワイト、ニュルブルクリンブルー・メタリック、バミューダブルー・パール、ニューインディイエロー・パール、ムーンロック・メタリック、ディープバーガンディ・メタリック、ロイヤルネイビーブルー・パール","プラチナホワイト・パール、ニューイモラオレンジ・パール","直列4気筒DOHC","F22C","なし",2156,"ハイオク",50,242,22.5,11,4135,1750,1285,800,1350,1055
"Honda","Regular","S2000",2007,997,NA,"2.2",2007,10,386.4,"FR","ABA-AP2","6MT",2400,130,1250,2,1,2,"ベルリナブラック、ニューフォーミュラレッド、グランプリホワイト、バミューダブルー・パール、ニューインディイエロー・パール、ムーンロック・メタリック、シンクロシルバー・メタリック","プラチナホワイト・パール、プレミアムサンセットモーブ・パール","直列4気筒DOHC","F22C","なし",2156,"ハイオク",50,242,22.5,11,4135,1750,1285,800,1350,1055
"Honda","Regular","S2000",2008,1228,NA,"2.2",2007,10,386.4,"FR","ABA-AP2","6MT",2400,130,1250,2,1,2,"ベルリナブラック、ニューフォーミュラレッド、グランプリホワイト、バミューダブルー・パール、ニューインディイエロー・パール、ムーンロック・メタリック、シンクロシルバー・メタリック","プラチナホワイト・パール、プレミアムサンセットモーブ・パール","直列4気筒DOHC","F22C","なし",2156,"ハイオク",50,242,22.5,11,4135,1750,1285,800,1350,1055
